,operating_airline,operating_airline_iata_code,published_airline,published_airline_iata_code,geo_summary,geo_region,landing_aircraft_type,aircraft_body_type,aircraft_manufacturer,aircraft_model,landing_count,total_landed_weight,year,month
10290,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Regional Jet,Embraer,ERJ,17,1611600,2012,11
10291,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Airbus,A330,30,12030000,2012,11
10292,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,777,30,13890000,2012,11
10293,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A320,323,45930600,2012,11
10294,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,McDonnell Douglas,MD-11,21,9220638,2012,11
10295,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Freighter,Wide Body,Boeing,747,2,1260000,2012,11
10296,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,747,1,653000,2012,11
10297,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,747,25,19075000,2012,11
10298,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,777,30,13800000,2012,11
10299,LAN Peru,LP,LAN Peru,LP,International,South America,Passenger,Wide Body,Boeing,767,17,5440000,2012,11
10300,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A380,28,24136000,2012,11
10301,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Freighter,Wide Body,Boeing,747,23,14996000,2012,11
10302,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Freighter,Wide Body,Boeing,747,4,3052000,2012,11
10303,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Boeing,747,27,17010000,2012,11
10304,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Airbus,A340,3,1256622,2012,11
10305,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,777,60,33240000,2012,11
10306,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CL600,1283,60301000,2012,11
10307,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Regional Jet,Bombardier,CL600,56,2632000,2012,11
10308,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,771,51657000,2012,11
10309,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Regional Jet,Bombardier,CRJ,133,8911000,2012,11
10310,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,94,6298000,2012,11
10311,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,284,21328400,2012,11
10312,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Turbo Prop,Embraer,EMB,1575,40635000,2012,11
10313,Southern Air,9S,Southern Air,9S,International,Asia,Freighter,Wide Body,Boeing,747,13,8476000,2012,11
10314,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,291,33174000,2012,11
10315,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,4,440000,2012,11
10316,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,945,120960000,2012,11
10317,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,4,576000,2012,11
10318,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,737,24,3100800,2012,11
10319,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,737,12,1754700,2012,11
10320,Swiss International,LX,Swiss International,LX,International,Europe,Passenger,Wide Body,Airbus,A340,27,11309706,2012,11
10321,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A319,4,550000,2012,11
10322,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A320,38,5403600,2012,11
10323,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,1,110000,2012,11
10324,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,93,12015600,2012,11
10325,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,747,109129700,2012,11
10326,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,80,11784000,2012,11
10327,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,300,47190000,2012,11
10328,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,105,20790000,2012,11
10329,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,149,33376000,2012,11
10330,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,767,2,600000,2012,11
10331,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,767,34,11900000,2012,11
10332,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,787,15,5699400,2012,11
10333,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Boeing,737,4,512000,2012,11
10334,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Boeing,737,1,144000,2012,11
10335,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Boeing,737,18,2594300,2012,11
10336,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Passenger,Wide Body,Boeing,747,146,91980000,2012,11
10337,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,30,18900000,2012,11
10338,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Passenger,Wide Body,Boeing,747,58,36540000,2012,11
10339,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,902,178596000,2012,11
10340,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,767,53,16960000,2012,11
10341,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,777,82,36490000,2012,11
10342,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,777,13,5980000,2012,11
10343,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Passenger,Wide Body,Boeing,777,59,27140000,2012,11
10344,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Airbus,A319,447,61551900,2012,11
10345,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Airbus,A319,73,10052100,2012,11
10346,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Airbus,A319,86,11842200,2012,11
10347,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Airbus,A320,715,101673000,2012,11
10348,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Airbus,A320,23,3270600,2012,11
10349,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Airbus,A320,71,10096200,2012,11
10350,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A319,387,53323569,2012,11
10351,Virgin America,VX,Virgin America,VX,International,Mexico,Passenger,Narrow Body,Airbus,A319,9,1240083,2012,11
10352,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A320,969,137889072,2012,11
10353,Virgin America,VX,Virgin America,VX,International,Mexico,Passenger,Narrow Body,Airbus,A320,95,13680774,2012,11
10354,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,747,29,18270000,2012,11
10355,World Airways,WO,World Airways,WO,Domestic,US,Passenger,Wide Body,McDonnell Douglas,MD-11,1,458000,2012,11
10356,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A319,4,550800,2012,11
10357,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Passenger,Turbo Prop,DeHavilland,DH8,79,4878250,2012,11
10358,US Airways,US,US Airways,US,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,1,47000,2012,11
10359,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A321,240,41160000,2012,11
10360,Emirates,EK,Emirates,EK,International,Middle East,Passenger,Wide Body,Boeing,777,30,16619970,2012,11
10361,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A320,190,26999000,2012,11
10362,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,737,210,30723000,2012,10
10363,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,747,29,18270000,2012,10
10364,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Boeing,777,31,17143000,2012,10
10365,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Freighter,Wide Body,Boeing,747,7,5341000,2012,10
10366,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Freighter,Wide Body,Boeing,747,2,1332000,2012,10
10367,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Boeing,747,31,19530000,2012,10
10368,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,747,62,39060000,2012,10
10369,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,Wide Body,Boeing,767,22,5984000,2012,10
10370,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Passenger,Wide Body,Boeing,777,31,14260000,2012,10
10371,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Freighter,Wide Body,Boeing,747,13,8518000,2012,10
10372,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Fairchild,SA-227,32,448000,2012,10
10373,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Beechcraft,C-99,8,90400,2012,10
10374,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Beechcraft,B-99,14,152600,2012,10
10375,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,81,25110000,2012,10
10376,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,76,20520000,2012,10
10377,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,757,70,13860000,2012,10
10378,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,737,664,95616000,2012,10
10379,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Passenger,Wide Body,Boeing,777,31,17174000,2012,10
10380,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,19,2779700,2012,10
10381,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,24,3511200,2012,10
10382,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,6,864000,2012,10
10383,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,79,11376000,2012,10
10384,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,10,1292000,2012,10
10385,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,80,10336000,2012,10
10386,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,27,3267000,2012,10
10387,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,163,19723000,2012,10
10388,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Passenger,Narrow Body,Boeing,737,111,14208000,2012,10
10389,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,26,16380000,2012,10
10390,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,777,4,1840400,2012,10
10391,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,747,27,15977600,2012,10
10392,Air China,CA,Air China,CA,International,Asia,Combi,Wide Body,Boeing,747,31,19530000,2012,10
10393,Air Cargo Carriers,2Q,Air Cargo Carriers,2Q,Domestic,US,Freighter,Turbo Prop,Shorts,SD3,23,598000,2012,10
10394,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Regional Jet,Embraer,ERJ,93,9021000,2012,10
10395,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A321,10,1715000,2012,10
10396,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,17,2417400,2012,10
10397,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,75,10665000,2012,10
10398,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,35,4707500,2012,10
10399,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,1,137800,2012,10
10400,Air Berlin,AB,Air Berlin,AB,International,Europe,Passenger,Wide Body,Airbus,A330,10,4012370,2012,10
10401,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,737,31,3968000,2012,10
10402,ABX Air,GB,ABX Air,GB,Domestic,US,Freighter,Wide Body,Boeing,767,23,6256000,2012,10
10403,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Passenger,Turbo Prop,DeHavilland,DH8,86,5310500,2012,10
10404,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,737,28,4096400,2012,10
10405,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,737,5,646000,2012,10
10406,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,737,22,2651000,2012,10
10407,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Airbus,A340,7,3997000,2012,10
10408,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Airbus,A340,2,828940,2012,10
10409,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,747,31,19530000,2012,10
10410,Virgin America,VX,Virgin America,VX,International,Mexico,Passenger,Narrow Body,Airbus,A320,35,4980237,2012,10
10411,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A320,1039,148041352,2012,10
10412,Virgin America,VX,Virgin America,VX,International,Mexico,Passenger,Narrow Body,Airbus,A319,3,413361,2012,10
10413,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A319,363,50016681,2012,10
10414,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Airbus,A320,50,7110000,2012,10
10415,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Airbus,A320,55,7821000,2012,10
10416,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Airbus,A320,936,133099200,2012,10
10417,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Airbus,A319,107,14733900,2012,10
10418,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Airbus,A319,58,7986600,2012,10
10419,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Airbus,A319,506,69676200,2012,10
10420,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Passenger,Wide Body,Boeing,777,63,28980000,2012,10
10421,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Passenger,Wide Body,Boeing,777,62,28520000,2012,10
10422,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,777,1,460000,2012,10
10423,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,777,58,25810000,2012,10
10424,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,767,116,37120000,2012,10
10425,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Passenger,Wide Body,Boeing,767,15,4500000,2012,10
10426,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,949,187902000,2012,10
10427,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Passenger,Wide Body,Boeing,747,35,22050000,2012,10
10428,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,31,19530000,2012,10
10429,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A320,199,28277900,2012,10
10430,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Passenger,Wide Body,Boeing,747,154,97020000,2012,10
10431,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,747,3,1890000,2012,10
10432,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Boeing,737,1,157300,2012,10
10433,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Boeing,737,1,147300,2012,10
10434,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Boeing,737,4,585200,2012,10
10435,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Boeing,737,17,2196400,2012,10
10436,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Boeing,737,6,775200,2012,10
10437,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A321,239,40988500,2012,10
10438,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,767,37,12950000,2012,10
10439,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,767,2,600000,2012,10
10440,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,190,42560000,2012,10
10441,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,51,10098000,2012,10
10442,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,324,50965200,2012,10
10443,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,67,9869100,2012,10
10444,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,693,101199600,2012,10
10445,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,129,16652400,2012,10
10446,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,4,440000,2012,10
10447,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A320,36,5119200,2012,10
10448,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A319,5,687500,2012,10
10449,Swiss International,LX,Swiss International,LX,International,Europe,Passenger,Wide Body,Airbus,A340,31,12985218,2012,10
10450,Emirates,EK,Emirates,EK,International,Middle East,Passenger,Wide Body,Boeing,777,31,17173969,2012,10
10451,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,737,4,585200,2012,10
